3.25989 0 0 0 0 0
2.25577 1 0 0 0 0
-2.43006 0 1 0 0 0
-0.186587 0 0 1 0 0
0.750105 0 0 0 1 0
0.579463 0 0 0 0 1
1.00645 2 0 0 0 0
-1.18133 1 1 0 0 0
-0.11901 0 2 0 0 0
0.533237 1 0 1 0 0
0.590897 0 1 1 0 0
-0.298206 0 0 2 0 0
0.19844 1 0 0 1 0
-1.04785 0 1 0 1 0
-0.553165 0 0 1 1 0
-0.883104 0 0 0 2 0
0.130959 1 0 0 0 1
-0.438594 0 1 0 0 1
-0.213292 0 0 1 0 1
-0.0214258 0 0 0 1 1
-0.301167 0 0 0 0 2
-1.44004 3 0 0 0 0
0.140904 2 1 0 0 0
0.0358322 1 2 0 0 0
1.08021 0 3 0 0 0
-0.413019 2 0 1 0 0
0.340315 1 1 1 0 0
0.782138 0 2 1 0 0
-0.530547 1 0 2 0 0
-0.915824 0 1 2 0 0
-1.78935 0 0 3 0 0
0.331298 2 0 0 1 0
-1.32655 1 1 0 1 0
0.85168 0 2 0 1 0
-0.464983 1 0 1 1 0
1.6165 0 1 1 1 0
-0.234157 0 0 2 1 0
-0.68114 1 0 0 2 0
1.15721 0 1 0 2 0
0.26383 0 0 1 2 0
0.0741191 0 0 0 3 0
-0.868664 2 0 0 0 1
0.45803 1 1 0 0 1
0.251689 0 2 0 0 1
-0.548351 1 0 1 0 1
-0.286369 0 1 1 0 1
0.594423 0 0 2 0 1
0.363548 1 0 0 1 1
0.579857 0 1 0 1 1
0.141737 0 0 1 1 1
0.0724827 0 0 0 2 1
-0.592408 1 0 0 0 2
0.817306 0 1 0 0 2
0.150233 0 0 1 0 2
-0.066183 0 0 0 1 2
2.09569 0 0 0 0 3
-0.412005 4 0 0 0 0
0.805174 3 1 0 0 0
-0.540224 2 2 0 0 0
-0.627446 1 3 0 0 0
0.456337 0 4 0 0 0
2.53894 3 0 1 0 0
-0.146922 2 1 1 0 0
-2.14324 1 2 1 0 0
-0.583861 0 3 1 0 0
2.21058 2 0 2 0 0
-2.72792 1 1 2 0 0
3.55105 0 2 2 0 0
2.99559 1 0 3 0 0
-1.98041 0 1 3 0 0
0.312456 0 0 4 0 0
-0.0427329 3 0 0 1 0
0.699685 2 1 0 1 0
-0.234696 1 2 0 1 0
0.158177 0 3 0 1 0
-2.11127 2 0 1 1 0
2.00664 1 1 1 1 0
-0.964822 0 2 1 1 0
-0.849933 1 0 2 1 0
0.848223 0 1 2 1 0
1.2224 0 0 3 1 0
0.0852652 2 0 0 2 0
0.189879 1 1 0 2 0
-0.0732267 0 2 0 2 0
-0.276752 1 0 1 2 0
-0.370218 0 1 1 2 0
0.102084 0 0 2 2 0
0.0935832 1 0 0 3 0
-0.173682 0 1 0 3 0
-0.0823757 0 0 1 3 0
0.03348 0 0 0 4 0
-0.98328 3 0 0 0 1
1.37765 2 1 0 0 1
0.507466 1 2 0 0 1
-1.38586 0 3 0 0 1
1.88132 2 0 1 0 1
-1.75399 1 1 1 0 1
-0.728266 0 2 1 0 1
3.3699 1 0 2 0 1
-6.23929 0 1 2 0 1
-1.84215 0 0 3 0 1
0.238712 2 0 0 1 1
0.0437495 1 1 0 1 1
-0.862834 0 2 0 1 1
-0.000663014 1 0 1 1 1
0.421589 0 1 1 1 1
-0.248225 0 0 2 1 1
-0.267638 1 0 0 2 1
0.104152 0 1 0 2 1
0.138985 0 0 1 2 1
-0.0016951 0 0 0 3 1
0.897574 2 0 0 0 2
1.76737 1 1 0 0 2
-1.0642 0 2 0 0 2
0.0114182 1 0 1 0 2
4.58903 0 1 1 0 2
1.24376 0 0 2 0 2
-0.55297 1 0 0 1 2
0.125197 0 1 0 1 2
0.424496 0 0 1 1 2
-0.101692 0 0 0 2 2
-0.477952 1 0 0 0 3
-1.31956 0 1 0 0 3
-3.1038 0 0 1 0 3
-0.327773 0 0 0 1 3
0.300081 0 0 0 0 4
0 5 0 0 0 0
-0.480332 4 1 0 0 0
-0.49676 3 2 0 0 0
-0.046088 2 3 0 0 0
0.415639 1 4 0 0 0
0.728023 0 5 0 0 0
0.623095 4 0 1 0 0
0.466572 3 1 1 0 0
0.12482 2 2 1 0 0
0.00744022 1 3 1 0 0
-0.000457468 0 4 1 0 0
-0.841421 3 0 2 0 0
-0.45123 2 1 2 0 0
0.14426 1 2 2 0 0
0.129919 0 3 2 0 0
0.725049 2 0 3 0 0
1.80545 1 1 3 0 0
1.10319 0 2 3 0 0
-0.478753 1 0 4 0 0
-0.25939 0 1 4 0 0
